Gioco del Lotto Archivio estrazioni e statistiche (2020)
DATE	Bari					Cagliari					Firenze					Genova					Milano					Napoli					Palermo					Roma					Torino					Venezia					Nazionale
2020-12-01	65	80	01	13	85	51	71	84	16	65	65	64	01	35	85	47	74	46	56	18	54	90	05	23	53	42	89	17	67	25	77	01	54	76	29	32	89	76	64	28	88	86	63	68	26	43	42	15	46	35	42	19	50	25	29
2020-11-28	61	80	40	26	16	14	12	83	85	28	76	40	31	53	61	58	02	50	34	30	86	62	14	54	23	81	26	19	35	09	26	39	31	16	51	11	58	68	23	85	59	74	88	01	22	35	57	28	36	90	26	80	87	36	77
2020-11-26	15	72	17	27	06	67	27	63	44	78	80	71	01	59	16	73	36	34	52	05	04	77	44	43	31	53	03	04	24	90	52	53	46	71	64	39	08	05	33	62	66	12	47	68	06	88	57	66	52	34	04	80	34	76	45
2020-11-24	56	45	69	74	10	03	75	10	33	68	06	46	45	22	66	21	90	46	69	56	58	56	44	45	21	20	32	07	62	56	48	20	22	38	66	84	61	37	04	73	31	27	16	64	38	45	18	13	75	82	52	82	57	61	07
2020-11-21	47	67	09	60	21	67	76	61	81	78	07	43	04	16	61	34	79	89	25	15	10	69	46	17	60	86	89	19	24	49	57	76	85	47	54	38	57	55	23	67	49	29	75	36	51	52	67	02	64	42	84	26	11	06	60
2020-11-19	43	51	08	70	76	89	37	84	79	30	51	04	27	37	36	22	67	42	51	48	56	24	28	79	23	57	27	74	41	02	11	02	61	69	84	01	09	42	11	63	81	49	78	33	15	69	18	25	37	43	88	08	69	82	33
2020-11-17	15	82	83	61	29	14	78	41	38	83	61	44	80	22	89	31	86	75	13	25	74	75	40	24	60	34	74	35	20	38	27	67	47	36	09	31	75	04	30	57	80	53	07	11	12	50	67	65	18	07	58	74	69	73	32
2020-11-14	20	23	34	18	72	34	89	36	57	18	03	67	47	15	05	39	47	04	15	03	05	12	04	29	60	15	50	90	31	38	25	26	08	42	76	06	45	74	12	78	26	36	49	67	02	45	87	21	63	46	11	86	71	13	03
2020-11-12	77	20	34	21	52	30	09	63	20	33	32	16	02	63	29	16	03	11	30	40	44	84	72	58	78	28	12	88	60	77	61	74	71	07	13	78	37	19	35	90	27	62	34	76	31	36	90	58	66	57	44	56	69	12	01
2020-11-10	54	64	49	45	65	45	10	76	01	69	34	06	76	02	50	20	66	04	23	63	24	06	75	74	39	69	06	51	04	08	22	31	63	08	35	85	90	33	67	05	25	80	75	88	18	65	53	45	17	75	21	46	55	37	47
2020-11-07	84	83	14	11	08	31	40	27	62	39	87	20	59	22	80	06	64	02	26	61	77	85	58	79	87	10	56	18	46	44	50	10	61	14	40	63	81	16	54	84	52	49	31	58	34	89	83	54	67	12	16	38	48	73	11
2020-11-05	66	85	12	38	77	30	13	58	43	79	18	67	52	42	63	61	12	66	74	89	90	58	73	26	33	72	38	43	70	42	73	22	67	24	69	39	38	42	61	04	83	12	45	61	55	64	83	52	28	68	83	58	76	38	05
2020-11-03	89	02	13	67	57	44	67	27	81	05	82	29	16	13	47	28	61	15	20	90	23	28	15	71	37	66	39	25	81	51	57	30	35	64	18	81	72	20	09	19	25	42	20	54	17	10	29	13	35	17	18	57	39	52	46
2020-10-31	83	79	69	87	59	65	47	52	43	07	80	09	50	63	30	49	39	64	11	25	72	82	64	06	09	28	72	33	87	40	48	33	07	12	62	32	20	83	48	40	63	35	73	02	28	23	08	37	27	35	44	25	81	72	77
2020-10-29	26	78	70	83	51	62	21	12	11	44	48	38	85	90	79	81	57	25	32	34	13	49	15	82	27	31	09	27	24	33	08	25	31	86	40	10	06	39	57	85	77	39	71	74	22	67	76	29	28	56	30	40	42	26	16
2020-10-27	88	72	12	87	49	22	20	56	59	30	05	39	74	53	86	57	72	07	46	02	88	40	30	33	38	23	14	11	90	20	12	18	89	06	20	76	03	45	20	44	64	30	43	69	16	56	60	32	17	46	59	74	12	50	54
2020-10-24	40	30	77	81	51	87	17	62	70	86	25	23	35	16	58	74	59	40	37	16	73	39	57	36	25	72	06	50	77	68	58	63	65	54	38	58	67	20	84	13	88	45	51	66	77	82	62	60	58	24	62	26	09	02	68
2020-10-22	70	31	13	07	89	71	72	05	37	13	10	86	25	29	79	53	34	69	60	33	66	90	04	86	47	89	71	31	05	32	10	28	73	56	76	13	65	18	84	25	14	15	70	18	49	35	78	23	32	18	02	43	32	64	84
2020-10-20	79	28	63	61	45	28	34	81	48	89	29	27	12	37	17	56	55	44	30	07	47	90	64	49	14	34	19	84	65	05	88	57	87	10	18	29	11	02	16	65	70	61	29	47	25	01	76	78	77	74	65	57	24	40	34
2020-10-17	47	24	50	84	17	19	11	50	89	68	44	07	43	23	11	27	24	60	34	05	27	31	10	14	47	21	40	24	68	85	67	04	11	63	49	28	32	49	81	72	50	28	40	22	18	21	49	29	47	12	90	32	20	10	63
2020-10-15	06	09	89	86	27	05	61	54	03	41	12	60	26	18	39	05	45	09	71	34	36	84	07	30	23	43	48	79	27	39	39	29	21	53	74	22	63	73	09	83	68	30	44	71	65	21	39	32	35	19	47	33	65	21	18
2020-10-13	83	66	09	89	16	80	81	15	09	54	57	39	80	03	52	47	75	78	04	84	35	18	75	25	66	13	62	40	31	56	23	59	30	65	27	22	08	77	49	60	78	14	20	38	08	71	39	10	78	83	22	27	56	86	87
2020-10-10	49	57	23	84	18	01	41	36	73	17	04	18	29	76	81	31	83	57	90	32	56	45	74	71	07	42	61	40	51	53	60	36	84	50	01	16	14	18	13	78	19	62	85	78	11	20	55	39	45	84	82	32	88	84	89
2020-10-08	71	49	02	50	88	49	61	70	33	48	60	71	02	22	88	30	10	56	38	05	78	29	30	36	15	53	19	76	04	88	83	85	55	31	84	81	58	46	52	60	53	36	85	87	52	47	72	52	79	15	58	69	54	83	71
2020-10-06	17	24	26	12	18	80	86	46	81	74	85	34	65	50	83	14	90	63	35	83	43	17	25	06	49	44	72	46	76	80	83	87	24	54	35	83	39	25	19	36	48	07	47	70	06	84	65	79	32	16	02	28	41	04	34
2020-10-03	90	48	11	49	31	07	56	50	62	63	74	88	65	46	66	60	28	22	39	72	64	86	68	65	82	06	35	61	74	51	35	44	48	25	67	68	43	57	88	49	14	84	49	79	75	36	90	12	24	74	62	10	34	17	04
2020-10-01	88	21	77	69	70	11	15	74	51	04	30	08	68	32	37	03	21	15	42	36	25	87	17	06	78	73	43	87	18	52	24	72	33	87	85	82	14	74	08	02	26	90	31	03	05	31	40	48	63	29	18	87	29	13	10
2020-09-29	26	24	40	80	49	07	33	55	89	81	53	20	13	75	41	19	47	62	29	06	82	17	24	21	50	39	02	72	42	78	04	74	78	38	61	19	14	20	90	82	47	41	57	70	02	33	48	75	23	49	56	16	62	43	15
2020-09-26	14	86	85	68	16	31	45	42	79	21	74	69	10	63	35	67	32	79	36	66	89	59	36	77	90	58	33	06	18	56	30	19	62	90	17	33	70	35	75	21	15	20	57	21	35	36	29	71	15	26	73	02	20	72	10
2020-09-24	04	30	73	82	79	32	17	07	74	66	65	41	23	88	85	79	78	60	88	73	22	69	02	80	27	59	53	67	13	86	81	90	39	11	65	53	72	39	54	52	62	70	10	54	82	52	43	10	80	75	17	23	52	76	78
2020-09-22	07	10	21	80	04	25	09	04	29	78	08	57	19	82	62	49	40	51	23	79	72	84	69	13	07	26	28	47	16	79	33	70	28	79	29	06	82	34	70	09	49	30	26	02	70	33	43	37	19	08	53	72	55	78	68
2020-09-19	18	20	09	74	03	22	72	21	74	66	55	07	37	27	08	35	89	31	08	67	77	87	48	33	41	53	78	88	10	20	29	39	26	51	54	42	32	33	28	83	53	46	62	01	90	71	27	49	89	64	60	73	34	10	78
2020-09-17	77	23	45	54	86	57	81	85	39	21	12	86	38	52	81	71	11	62	85	12	10	47	71	45	58	88	50	77	54	33	29	32	27	04	28	22	14	21	19	64	57	12	78	67	62	04	37	70	03	79	52	80	15	13	59
2020-09-15	85	84	65	30	18	38	80	55	43	21	24	08	13	14	01	72	70	08	26	73	65	50	88	59	26	45	50	29	08	38	74	52	37	33	39	32	74	48	78	36	33	34	60	79	64	08	16	29	14	34	62	85	02	64	31
2020-09-12	87	74	26	66	13	58	37	56	72	86	89	05	47	37	71	03	38	01	47	69	64	09	89	27	33	14	17	63	75	20	06	29	77	09	02	83	77	89	62	35	53	32	29	39	66	21	42	60	83	39	34	10	09	02	06
2020-09-10	60	58	72	22	14	76	53	55	86	16	25	65	84	41	04	89	86	40	47	51	74	50	66	75	01	07	63	60	44	28	38	63	41	83	39	67	37	35	82	72	70	34	83	77	14	74	77	79	54	19	74	18	37	45	64
2020-09-08	13	06	24	58	38	56	51	34	37	36	35	61	68	82	15	69	47	03	49	83	71	23	01	07	47	59	04	25	18	41	54	80	34	61	30	68	69	64	66	23	34	01	74	26	53	19	90	65	21	70	86	72	18	51	04
